otu,Genus,counts
Otu39280,Actinomycetales_unclassified,1
Otu39281,Nocardioides,1
Otu39282,Nocardioidaceae_unclassified,1
Otu39285,Kineosporiaceae_unclassified,1
Otu39288,Actinomycetales_unclassified,1
Otu39308,Cellulomonadaceae_unclassified,1
Otu39309,Actinomycetales_unclassified,1
Otu39313,Actinomycetales_unclassified,1
Otu39319,Nocardioides,1
Otu39321,Actinomycetales_unclassified,1
Otu39324,Actinomycetales_unclassified,1
Otu39329,Actinomycetales_unclassified,1
Otu39330,Actinomycetales_unclassified,1
Otu39335,Nakamurella,1
Otu39338,Glycomyces,1
Otu39340,Streptosporangiaceae_unclassified,1
Otu39344,Propionibacteriaceae_unclassified,1
Otu39347,Actinomycetales_unclassified,1
Otu39351,Nocardioidaceae_unclassified,1
Otu39366,Micrococcaceae_unclassified,1
Otu39367,Actinomycetales_unclassified,1
Otu39375,Pseudonocardiaceae_unclassified,1
Otu39384,Actinomycetales_unclassified,1
Otu39385,Actinomycetales_unclassified,1
Otu39391,Nocardioides,1
Otu39393,Actinomycetospora,1
Otu39395,Actinomycetales_unclassified,1
Otu39402,Actinomycetales_unclassified,1
Otu39403,Micromonosporaceae_unclassified,1
Otu39406,Microbacteriaceae_unclassified,1
Otu39409,Nocardioidaceae_unclassified,1
Otu39418,Actinomycetales_unclassified,1
Otu39423,Actinomycetales_unclassified,1
Otu39431,Microbacteriaceae_unclassified,1
Otu39434,Cellulomonadaceae_unclassified,1
Otu39436,Actinomycetales_unclassified,1
Otu39443,Marmoricola,1
Otu39445,Nocardioides,1
Otu39447,Virgisporangium,1
Otu39457,Marmoricola,1
Otu39459,Actinomycetales_unclassified,1
Otu39460,Actinomycetales_unclassified,1
Otu39462,Nocardioides,1
Otu39466,Glycomyces,1
Otu39470,Pseudonocardiaceae_unclassified,1
Otu39480,Actinomycetales_unclassified,1
Otu39486,Nocardioidaceae_unclassified,1
Otu39490,Micrococcaceae_unclassified,1
Otu39495,Micromonosporaceae_unclassified,1
Otu39498,Streptomycetaceae_unclassified,1
Otu39509,Nocardioides,1
Otu39511,Geodermatophilaceae_unclassified,1
Otu39512,Micrococcaceae_unclassified,1
Otu39513,Microbacteriaceae_unclassified,1
Otu39526,Micromonosporaceae_unclassified,1
Otu39532,Actinomycetales_unclassified,1
Otu39534,Actinomycetales_unclassified,1
Otu39544,Microbacteriaceae_unclassified,1
Otu39546,Mycobacterium,1
Otu39547,Beutenbergiaceae_unclassified,1
Otu39556,Glycomyces,1
Otu39561,Actinomycetales_unclassified,1
Otu39571,Nocardioides,1
Otu39573,Propionibacteriaceae_unclassified,1
Otu39589,Cellulomonadaceae_unclassified,1
Otu39592,Microbacteriaceae_unclassified,1
Otu39604,Actinomycetales_unclassified,1
Otu39605,Nocardioidaceae_unclassified,1
Otu39606,Nocardioides,1
Otu39609,Nocardioidaceae_unclassified,1
Otu39610,Actinomycetales_unclassified,1
Otu39614,Microbacteriaceae_unclassified,1
Otu39621,Actinomycetales_unclassified,1
Otu39627,Cellulomonadaceae_unclassified,1
Otu39631,Actinomyces,1
Otu39644,Cellulomonadaceae_unclassified,1
Otu39645,Ornithinibacter,1
Otu39649,Actinomycetales_unclassified,1
Otu39657,Nocardioidaceae_unclassified,1
Otu39659,Actinomycetales_unclassified,1
Otu39660,Actinomycetales_unclassified,1
Otu39667,Actinomycetales_unclassified,1
Otu39678,Actinomycetales_unclassified,1
Otu39684,Kineosporiaceae_unclassified,1
Otu39685,Actinomycetales_unclassified,1
Otu39686,Nocardioides,1
Otu39691,Nocardioidaceae_unclassified,1
Otu39692,Actinomycetales_unclassified,1
Otu39699,Actinomycetales_unclassified,1
Otu39706,Enterobacteriaceae_unclassified,1
Otu39707,Enterobacteriaceae_unclassified,1
Otu39708,Enterobacteriaceae_unclassified,1
Otu39709,Enterobacteriaceae_unclassified,1
Otu39710,Enterobacteriaceae_unclassified,1
Otu39711,Enterobacteriaceae_unclassified,1
Otu39712,Enterobacteriaceae_unclassified,1
Otu39713,Enterobacteriaceae_unclassified,1
Otu39714,Enterobacteriaceae_unclassified,1
Otu39715,Enterobacteriaceae_unclassified,1
Otu39716,Enterobacteriaceae_unclassified,1
Otu39717,Enterobacteriaceae_unclassified,1
Otu39718,Raoultella,1
Otu39719,Enterobacteriaceae_unclassified,1
Otu39720,Enterobacteriaceae_unclassified,1
Otu39721,Kosakonia,1
Otu39722,Enterobacteriaceae_unclassified,1
Otu39723,Enterobacteriaceae_unclassified,1
Otu39724,Enterobacteriaceae_unclassified,1
Otu39725,Kosakonia,1
Otu39726,Enterobacteriaceae_unclassified,1
Otu39727,Enterobacteriaceae_unclassified,1
Otu39728,Enterobacteriaceae_unclassified,1
Otu39729,Enterobacteriaceae_unclassified,1
Otu39730,Enterobacteriaceae_unclassified,1
Otu39731,Kosakonia,1
Otu39732,Kosakonia,1
Otu39733,Enterobacteriaceae_unclassified,1
Otu39734,Enterobacteriaceae_unclassified,1
Otu39735,Enterobacteriaceae_unclassified,1
Otu39736,Enterobacteriaceae_unclassified,1
Otu39737,Enterobacteriaceae_unclassified,1
Otu39738,Enterobacteriaceae_unclassified,1
Otu39739,Enterobacteriaceae_unclassified,1
Otu39740,Enterobacteriaceae_unclassified,1
Otu39741,Enterobacteriaceae_unclassified,1
Otu39742,Enterobacteriaceae_unclassified,1
Otu39743,Enterobacteriaceae_unclassified,1
Otu39744,Enterobacteriaceae_unclassified,1
Otu39745,Enterobacteriaceae_unclassified,1
Otu39746,Enterobacteriaceae_unclassified,1
Otu39747,Enterobacteriaceae_unclassified,1
Otu39748,Kosakonia,1
Otu39749,Enterobacteriaceae_unclassified,1
Otu39750,Enterobacteriaceae_unclassified,1
Otu39751,Enterobacteriaceae_unclassified,1
Otu39752,Enterobacteriaceae_unclassified,1
Otu39753,Kosakonia,1
Otu39755,Enterobacteriaceae_unclassified,1
Otu39757,Enterobacteriaceae_unclassified,1
Otu39758,Enterobacteriaceae_unclassified,1
Otu39759,Enterobacteriaceae_unclassified,1
Otu39760,Enterobacteriaceae_unclassified,1
Otu39761,Enterobacteriaceae_unclassified,1
Otu39762,Enterobacteriaceae_unclassified,1
Otu39763,Enterobacteriaceae_unclassified,1
Otu39764,Enterobacteriaceae_unclassified,1
Otu39765,Enterobacteriaceae_unclassified,1
Otu39766,Kosakonia,1
Otu39767,Kosakonia,1
Otu39768,Enterobacteriaceae_unclassified,1
Otu39769,Enterobacteriaceae_unclassified,1
Otu39770,Enterobacteriaceae_unclassified,1
Otu39771,Enterobacteriaceae_unclassified,1
Otu39772,Enterobacteriaceae_unclassified,1
Otu39773,Enterobacteriaceae_unclassified,1
Otu39774,Enterobacteriaceae_unclassified,1
Otu39776,Enterobacteriaceae_unclassified,1
Otu39777,Enterobacteriaceae_unclassified,1
Otu39778,Enterobacteriaceae_unclassified,1
Otu39779,Enterobacteriaceae_unclassified,1
Otu39780,Enterobacteriaceae_unclassified,1
Otu39781,Pectobacterium,1
Otu39782,Enterobacteriaceae_unclassified,1
Otu39783,Enterobacteriaceae_unclassified,1
Otu39784,Enterobacteriaceae_unclassified,1
Otu39785,Enterobacteriaceae_unclassified,1
Otu39787,Kosakonia,1
Otu39788,Enterobacteriaceae_unclassified,1
Otu39789,Enterobacteriaceae_unclassified,1
Otu39790,Enterobacteriaceae_unclassified,1
Otu39791,Yokenella,1
Otu39792,Kosakonia,1
Otu39793,Enterobacteriaceae_unclassified,1
Otu39794,Enterobacteriaceae_unclassified,1
Otu39795,Enterobacteriaceae_unclassified,1
Otu39796,Enterobacteriaceae_unclassified,1
Otu39797,Enterobacteriaceae_unclassified,1
Otu39798,Enterobacteriaceae_unclassified,1
Otu39800,Enterobacteriaceae_unclassified,1
Otu39801,Enterobacteriaceae_unclassified,1
Otu39802,Enterobacteriaceae_unclassified,1
Otu39803,Enterobacteriaceae_unclassified,1
Otu39804,Enterobacteriaceae_unclassified,1
Otu39805,Leclercia,1
Otu39806,Enterobacteriaceae_unclassified,1
Otu39807,Enterobacteriaceae_unclassified,1
Otu39810,Enterobacteriaceae_unclassified,1
Otu39811,Enterobacteriaceae_unclassified,1
Otu39812,Enterobacteriaceae_unclassified,1
Otu39814,Enterobacteriaceae_unclassified,1
Otu39815,Enterobacteriaceae_unclassified,1
Otu39816,Enterobacteriaceae_unclassified,1
Otu39817,Enterobacteriaceae_unclassified,1
Otu39818,Enterobacteriaceae_unclassified,1
Otu39819,Enterobacteriaceae_unclassified,1
Otu39820,Enterobacteriaceae_unclassified,1
Otu39821,Enterobacteriaceae_unclassified,1
Otu39822,Raoultella,1
Otu39824,Enterobacteriaceae_unclassified,1
Otu39825,Enterobacteriaceae_unclassified,1
Otu39826,Yokenella,1
Otu39827,Kosakonia,1
Otu39828,Buttiauxella,1
Otu39829,Enterobacteriaceae_unclassified,1
Otu39830,Enterobacteriaceae_unclassified,1
Otu39831,Enterobacteriaceae_unclassified,1
Otu39832,Enterobacteriaceae_unclassified,1
Otu39833,Raoultella,1
Otu39834,Enterobacteriaceae_unclassified,1
Otu39835,Yokenella,1
Otu39836,Enterobacteriaceae_unclassified,1
Otu39837,Enterobacteriaceae_unclassified,1
Otu39838,Enterobacteriaceae_unclassified,1
Otu39839,Enterobacteriaceae_unclassified,1
Otu39840,Enterobacteriaceae_unclassified,1
Otu39841,Enterobacteriaceae_unclassified,1
Otu39842,Enterobacteriaceae_unclassified,1
Otu39843,Enterobacteriaceae_unclassified,1
Otu39844,Enterobacteriaceae_unclassified,1
Otu39845,Enterobacteriaceae_unclassified,1
Otu39846,Enterobacteriaceae_unclassified,1
Otu39847,Enterobacteriaceae_unclassified,1
Otu39848,Enterobacteriaceae_unclassified,1
Otu39850,Enterobacteriaceae_unclassified,1
Otu39851,Enterobacteriaceae_unclassified,1
Otu39852,Enterobacteriaceae_unclassified,1
Otu39853,Enterobacteriaceae_unclassified,1
Otu39854,Kosakonia,1
Otu39855,Enterobacteriaceae_unclassified,1
Otu39856,Enterobacteriaceae_unclassified,1
Otu39857,Pectobacterium,1
Otu39858,Enterobacteriaceae_unclassified,1
Otu39859,Enterobacteriaceae_unclassified,1
Otu39860,Enterobacteriaceae_unclassified,1
Otu39861,Enterobacteriaceae_unclassified,1
Otu39862,Enterobacteriaceae_unclassified,1
Otu39863,Kosakonia,1
Otu39864,Enterobacteriaceae_unclassified,1
Otu39865,Enterobacteriaceae_unclassified,1
Otu39866,Buttiauxella,1
Otu39867,Enterobacteriaceae_unclassified,1
Otu39868,Enterobacteriaceae_unclassified,1
Otu39869,Enterobacteriaceae_unclassified,1
Otu39870,Enterobacteriaceae_unclassified,1
Otu39871,Yokenella,1
Otu39872,Kosakonia,1
Otu39873,Enterobacteriaceae_unclassified,1
Otu39874,Enterobacteriaceae_unclassified,1
Otu39875,Enterobacteriaceae_unclassified,1
Otu39876,Enterobacteriaceae_unclassified,1
Otu39877,Enterobacteriaceae_unclassified,1
Otu39879,Enterobacteriaceae_unclassified,1
Otu39880,Enterobacteriaceae_unclassified,1
Otu39881,Enterobacteriaceae_unclassified,1
Otu39882,Enterobacteriaceae_unclassified,1
Otu39883,Enterobacteriaceae_unclassified,1
Otu39884,Enterobacteriaceae_unclassified,1
Otu39885,Enterobacteriaceae_unclassified,1
Otu39886,Enterobacteriaceae_unclassified,1
Otu39887,Enterobacteriaceae_unclassified,1
Otu39888,Enterobacteriaceae_unclassified,1
Otu39889,Enterobacteriaceae_unclassified,1
Otu39890,Enterobacteriaceae_unclassified,1
Otu39892,Enterobacteriaceae_unclassified,1
Otu39893,Enterobacteriaceae_unclassified,1
Otu39894,Enterobacteriaceae_unclassified,1
Otu39895,Enterobacteriaceae_unclassified,1
Otu39896,Pantoea,1
Otu39897,Enterobacteriaceae_unclassified,1
Otu39898,Enterobacteriaceae_unclassified,1
Otu39899,Enterobacteriaceae_unclassified,1
Otu39900,Enterobacteriaceae_unclassified,1
Otu39902,Enterobacteriaceae_unclassified,1
Otu39903,Yokenella,1
Otu39904,Enterobacteriaceae_unclassified,1
Otu39905,Enterobacteriaceae_unclassified,1
Otu39906,Enterobacteriaceae_unclassified,1
Otu39907,Enterobacteriaceae_unclassified,1
Otu39908,Enterobacteriaceae_unclassified,1
Otu39909,Enterobacteriaceae_unclassified,1
Otu39910,Enterobacteriaceae_unclassified,1
Otu39911,Enterobacteriaceae_unclassified,1
Otu39912,Enterobacteriaceae_unclassified,1
Otu39913,Enterobacteriaceae_unclassified,1
Otu39914,Enterobacteriaceae_unclassified,1
Otu39915,Enterobacteriaceae_unclassified,1
Otu39916,Enterobacteriaceae_unclassified,1
Otu39917,Enterobacteriaceae_unclassified,1
Otu39918,Kosakonia,1
Otu39919,Enterobacteriaceae_unclassified,1
Otu39920,Enterobacteriaceae_unclassified,1
Otu39921,Enterobacteriaceae_unclassified,1
Otu39922,Enterobacteriaceae_unclassified,1
Otu39923,Enterobacteriaceae_unclassified,1
Otu39924,Enterobacteriaceae_unclassified,1
Otu39925,Enterobacteriaceae_unclassified,1
Otu39926,Enterobacteriaceae_unclassified,1
Otu39927,Enterobacteriaceae_unclassified,1
Otu39928,Enterobacteriaceae_unclassified,1
Otu39931,Kosakonia,1
Otu39932,Enterobacteriaceae_unclassified,1
Otu39933,Enterobacteriaceae_unclassified,1
Otu39934,Enterobacteriaceae_unclassified,1
Otu39935,Enterobacteriaceae_unclassified,1
Otu39936,Enterobacteriaceae_unclassified,1
Otu39937,Enterobacteriaceae_unclassified,1
Otu39938,Kosakonia,1
Otu39939,Enterobacteriaceae_unclassified,1
Otu39940,Enterobacteriaceae_unclassified,1
Otu39941,Enterobacteriaceae_unclassified,1
Otu39942,Enterobacteriaceae_unclassified,1
Otu39943,Kosakonia,1
Otu39944,Enterobacteriaceae_unclassified,1
Otu39945,Enterobacteriaceae_unclassified,1
Otu39946,Enterobacteriaceae_unclassified,1
Otu39947,Enterobacteriaceae_unclassified,1
Otu39948,Enterobacteriaceae_unclassified,1
Otu39949,Enterobacteriaceae_unclassified,1
Otu39950,Enterobacteriaceae_unclassified,1
Otu39951,Enterobacteriaceae_unclassified,1
Otu39952,Enterobacteriaceae_unclassified,1
Otu39953,Enterobacteriaceae_unclassified,1
Otu39954,Enterobacteriaceae_unclassified,1
Otu39955,Enterobacteriaceae_unclassified,1
Otu39956,Kosakonia,1
Otu39957,Enterobacteriaceae_unclassified,1
Otu39958,Enterobacteriaceae_unclassified,1
Otu39959,Enterobacteriaceae_unclassified,1
Otu39960,Enterobacteriaceae_unclassified,1
Otu39961,Enterobacteriaceae_unclassified,1
Otu39962,Enterobacteriaceae_unclassified,1
Otu39963,Enterobacteriaceae_unclassified,1
Otu39964,Yokenella,1
Otu39965,Enterobacteriaceae_unclassified,1
Otu39966,Enterobacteriaceae_unclassified,1
Otu39967,Enterobacteriaceae_unclassified,1
Otu39968,Enterobacteriaceae_unclassified,1
Otu39969,Enterobacteriaceae_unclassified,1
Otu39970,Enterobacteriaceae_unclassified,1
Otu39972,Enterobacteriaceae_unclassified,1
Otu39973,Enterobacteriaceae_unclassified,1
Otu39974,Enterobacteriaceae_unclassified,1
Otu39975,Enterobacteriaceae_unclassified,1
Otu39976,Enterobacteriaceae_unclassified,1
Otu39977,Enterobacteriaceae_unclassified,1
Otu39978,Enterobacteriaceae_unclassified,1
Otu39979,Kosakonia,1
Otu39980,Enterobacteriaceae_unclassified,1
Otu39981,Enterobacteriaceae_unclassified,1
Otu39982,Enterobacteriaceae_unclassified,1
Otu39983,Enterobacteriaceae_unclassified,1
Otu39984,Enterobacteriaceae_unclassified,1
Otu39985,Enterobacteriaceae_unclassified,1
Otu39986,Enterobacteriaceae_unclassified,1
Otu39987,Enterobacteriaceae_unclassified,1
Otu39988,Enterobacteriaceae_unclassified,1
Otu39989,Enterobacteriaceae_unclassified,1
Otu39990,Enterobacteriaceae_unclassified,1
Otu39991,Enterobacteriaceae_unclassified,1
Otu39992,Enterobacteriaceae_unclassified,1
Otu39993,Enterobacteriaceae_unclassified,1
Otu39994,Enterobacteriaceae_unclassified,1
Otu39995,Enterobacteriaceae_unclassified,1
Otu39996,Enterobacteriaceae_unclassified,1
Otu39997,Kosakonia,1
Otu39998,Enterobacteriaceae_unclassified,1
Otu39999,Enterobacteriaceae_unclassified,1
Otu40000,Enterobacteriaceae_unclassified,1
Otu40001,Enterobacteriaceae_unclassified,1
Otu40002,Kosakonia,1
Otu40003,Enterobacteriaceae_unclassified,1
Otu40004,Enterobacteriaceae_unclassified,1
Otu40005,Pantoea,1
Otu40006,Enterobacteriaceae_unclassified,1
Otu40007,Enterobacteriaceae_unclassified,1
Otu40008,Yokenella,1
Otu40009,Yokenella,1
Otu40010,Enterobacteriaceae_unclassified,1
Otu40011,Enterobacteriaceae_unclassified,1
Otu40012,Enterobacteriaceae_unclassified,1
Otu40014,Enterobacteriaceae_unclassified,1
Otu40016,Enterobacteriaceae_unclassified,1
Otu40018,Enterobacteriaceae_unclassified,1
Otu40019,Enterobacteriaceae_unclassified,1
Otu40020,Enterobacteriaceae_unclassified,1
Otu40021,Enterobacteriaceae_unclassified,1
Otu40022,Enterobacteriaceae_unclassified,1
Otu40023,Enterobacteriaceae_unclassified,1
Otu40024,Enterobacteriaceae_unclassified,1
Otu40025,Enterobacteriaceae_unclassified,1
Otu40026,Enterobacteriaceae_unclassified,1
Otu40027,Enterobacteriaceae_unclassified,1
Otu40028,Enterobacteriaceae_unclassified,1
Otu40029,Enterobacteriaceae_unclassified,1
Otu40030,Enterobacteriaceae_unclassified,1
Otu40031,Enterobacteriaceae_unclassified,1
Otu40032,Enterobacteriaceae_unclassified,1
Otu40033,Enterobacteriaceae_unclassified,1
Otu40034,Enterobacteriaceae_unclassified,1
Otu40035,Enterobacteriaceae_unclassified,1
Otu40036,Enterobacteriaceae_unclassified,1
Otu40037,Enterobacteriaceae_unclassified,1
Otu40038,Enterobacteriaceae_unclassified,1
Otu40039,Enterobacteriaceae_unclassified,1
Otu40040,Enterobacteriaceae_unclassified,1
Otu40041,Enterobacteriaceae_unclassified,1
Otu40042,Enterobacteriaceae_unclassified,1
Otu40043,Enterobacteriaceae_unclassified,1
Otu40044,Enterobacteriaceae_unclassified,1
Otu40045,Kosakonia,1
Otu40046,Enterobacteriaceae_unclassified,1
Otu40047,Enterobacteriaceae_unclassified,1
Otu40048,Enterobacteriaceae_unclassified,1
Otu40049,Enterobacteriaceae_unclassified,1
Otu40050,Enterobacteriaceae_unclassified,1
Otu40051,Enterobacteriaceae_unclassified,1
Otu40052,Enterobacteriaceae_unclassified,1
Otu40054,Enterobacteriaceae_unclassified,1
Otu40055,Enterobacteriaceae_unclassified,1
Otu40056,Enterobacteriaceae_unclassified,1
Otu40057,Enterobacteriaceae_unclassified,1
Otu40058,Enterobacteriaceae_unclassified,1
Otu40059,Enterobacteriaceae_unclassified,1
Otu40060,Enterobacteriaceae_unclassified,1
Otu40061,Kosakonia,1
Otu40062,Enterobacteriaceae_unclassified,1
Otu40063,Enterobacteriaceae_unclassified,1
Otu40064,Enterobacteriaceae_unclassified,1
Otu40065,Enterobacteriaceae_unclassified,1
Otu40066,Enterobacteriaceae_unclassified,1
Otu40068,Enterobacteriaceae_unclassified,1
Otu40069,Enterobacteriaceae_unclassified,1
Otu40071,Enterobacteriaceae_unclassified,1
Otu40072,Enterobacteriaceae_unclassified,1
Otu40073,Enterobacteriaceae_unclassified,1
Otu40074,Enterobacteriaceae_unclassified,1
Otu40075,Enterobacteriaceae_unclassified,1
Otu40076,Enterobacteriaceae_unclassified,1
Otu40078,Enterobacteriaceae_unclassified,1
Otu40079,Enterobacteriaceae_unclassified,1
Otu40080,Enterobacteriaceae_unclassified,1
Otu40081,Enterobacteriaceae_unclassified,1
Otu40082,Enterobacteriaceae_unclassified,1
Otu40083,Enterobacteriaceae_unclassified,1
Otu40084,Enterobacteriaceae_unclassified,1
Otu40085,Enterobacteriaceae_unclassified,1
Otu40086,Enterobacteriaceae_unclassified,1
Otu40087,Enterobacteriaceae_unclassified,1
Otu40088,Enterobacteriaceae_unclassified,1
Otu40089,Enterobacteriaceae_unclassified,1
Otu40090,Enterobacteriaceae_unclassified,1
Otu40091,Enterobacteriaceae_unclassified,1
Otu40092,Enterobacteriaceae_unclassified,1
Otu40093,Enterobacteriaceae_unclassified,1
Otu40094,Enterobacteriaceae_unclassified,1
Otu40095,Enterobacteriaceae_unclassified,1
Otu40096,Enterobacteriaceae_unclassified,1
Otu40097,Enterobacteriaceae_unclassified,1
Otu40098,Enterobacteriaceae_unclassified,1
Otu40099,Enterobacteriaceae_unclassified,1
Otu40100,Enterobacteriaceae_unclassified,1
Otu40101,Enterobacteriaceae_unclassified,1
Otu40102,Enterobacteriaceae_unclassified,1
Otu40103,Enterobacteriaceae_unclassified,1
Otu40104,Enterobacteriaceae_unclassified,1
Otu40105,Kosakonia,1
Otu40106,Enterobacteriaceae_unclassified,1
Otu40107,Klebsiella,1
Otu40108,Enterobacteriaceae_unclassified,1
Otu40109,Enterobacteriaceae_unclassified,1
Otu40110,Enterobacteriaceae_unclassified,1
Otu40111,Kosakonia,1
Otu40112,Enterobacteriaceae_unclassified,1
Otu40113,Erwinia,1
Otu40114,Enterobacteriaceae_unclassified,1
Otu40115,Enterobacteriaceae_unclassified,1
Otu40116,Enterobacteriaceae_unclassified,1
Otu40117,Enterobacteriaceae_unclassified,1
Otu40118,Enterobacteriaceae_unclassified,1
Otu40120,Enterobacteriaceae_unclassified,1
Otu40121,Enterobacteriaceae_unclassified,1
Otu40122,Enterobacteriaceae_unclassified,1
Otu40123,Enterobacteriaceae_unclassified,1
Otu40124,Enterobacteriaceae_unclassified,1
Otu40125,Enterobacteriaceae_unclassified,1
Otu40126,Enterobacteriaceae_unclassified,1
Otu40127,Enterobacteriaceae_unclassified,1
Otu40128,Enterobacteriaceae_unclassified,1
Otu40129,Enterobacteriaceae_unclassified,1
Otu40130,Enterobacteriaceae_unclassified,1
Otu40131,Enterobacteriaceae_unclassified,1
Otu40132,Enterobacteriaceae_unclassified,1
Otu40133,Kosakonia,1
Otu40134,Raoultella,1
Otu40135,Enterobacteriaceae_unclassified,1
Otu40136,Enterobacteriaceae_unclassified,1
Otu40137,Enterobacteriaceae_unclassified,1
Otu40138,Enterobacteriaceae_unclassified,1
Otu40139,Enterobacteriaceae_unclassified,1
Otu40140,Enterobacteriaceae_unclassified,1
Otu40141,Raoultella,1
Otu40142,Enterobacteriaceae_unclassified,1
Otu40143,Enterobacteriaceae_unclassified,1
Otu40144,Enterobacteriaceae_unclassified,1
Otu40145,Enterobacteriaceae_unclassified,1
Otu40146,Enterobacteriaceae_unclassified,1
Otu40147,Enterobacteriaceae_unclassified,1
Otu40148,Enterobacteriaceae_unclassified,1
Otu40149,Enterobacteriaceae_unclassified,1
Otu40150,Enterobacteriaceae_unclassified,1
Otu40151,Enterobacteriaceae_unclassified,1
Otu40152,Enterobacteriaceae_unclassified,1
Otu40153,Kosakonia,1
Otu40154,Enterobacteriaceae_unclassified,1
Otu40155,Kosakonia,1
Otu40156,Enterobacteriaceae_unclassified,1
Otu40157,Enterobacteriaceae_unclassified,1
Otu40158,Enterobacteriaceae_unclassified,1
Otu40160,Enterobacteriaceae_unclassified,1
Otu40161,Enterobacteriaceae_unclassified,1
Otu40162,Enterobacteriaceae_unclassified,1
Otu40163,Enterobacteriaceae_unclassified,1
Otu40164,Enterobacteriaceae_unclassified,1
Otu40165,Enterobacteriaceae_unclassified,1
Otu40166,Leclercia,1
Otu40167,Enterobacteriaceae_unclassified,1
Otu40168,Enterobacteriaceae_unclassified,1
Otu40170,Enterobacteriaceae_unclassified,1
Otu40172,Enterobacteriaceae_unclassified,1
Otu40173,Enterobacteriaceae_unclassified,1
Otu40175,Enterobacteriaceae_unclassified,1
Otu40176,Enterobacteriaceae_unclassified,1
Otu40178,Enterobacteriaceae_unclassified,1
Otu40179,Enterobacteriaceae_unclassified,1
Otu40180,Enterobacteriaceae_unclassified,1
Otu40181,Enterobacteriaceae_unclassified,1
Otu40182,Enterobacteriaceae_unclassified,1
Otu40183,Enterobacteriaceae_unclassified,1
Otu40184,Enterobacteriaceae_unclassified,1
Otu40185,Enterobacteriaceae_unclassified,1
Otu40186,Enterobacteriaceae_unclassified,1
Otu40187,Enterobacteriaceae_unclassified,1
Otu40188,Enterobacteriaceae_unclassified,1
Otu40189,Enterobacteriaceae_unclassified,1
Otu40190,Enterobacteriaceae_unclassified,1
Otu40191,Enterobacteriaceae_unclassified,1
Otu40192,Enterobacteriaceae_unclassified,1
Otu40193,Enterobacteriaceae_unclassified,1
Otu40194,Enterobacteriaceae_unclassified,1
Otu40195,Enterobacteriaceae_unclassified,1
Otu40197,Kosakonia,1
Otu40198,Enterobacteriaceae_unclassified,1
Otu40199,Enterobacteriaceae_unclassified,1
Otu40200,Enterobacteriaceae_unclassified,1
Otu40201,Enterobacteriaceae_unclassified,1
Otu40202,Yokenella,1
Otu40203,Enterobacteriaceae_unclassified,1
Otu40204,Enterobacteriaceae_unclassified,1
Otu40205,Enterobacteriaceae_unclassified,1
Otu40206,Enterobacteriaceae_unclassified,1
Otu40207,Enterobacteriaceae_unclassified,1
Otu40208,Enterobacteriaceae_unclassified,1
Otu40209,Enterobacteriaceae_unclassified,1
Otu40211,Enterobacteriaceae_unclassified,1
Otu40212,Enterobacteriaceae_unclassified,1
Otu40213,Enterobacteriaceae_unclassified,1
Otu40214,Enterobacteriaceae_unclassified,1
Otu40215,Enterobacteriaceae_unclassified,1
Otu40216,Enterobacteriaceae_unclassified,1
Otu40217,Enterobacteriaceae_unclassified,1
Otu40218,Enterobacteriaceae_unclassified,1
Otu40220,Enterobacteriaceae_unclassified,1
Otu40221,Enterobacteriaceae_unclassified,1
Otu40222,Enterobacteriaceae_unclassified,1
Otu40223,Lonsdalea,1
Otu40224,Enterobacteriaceae_unclassified,1
Otu40225,Enterobacteriaceae_unclassified,1
Otu40226,Enterobacteriaceae_unclassified,1
Otu40228,Enterobacteriaceae_unclassified,1
Otu40231,Enterobacteriaceae_unclassified,1
Otu40232,Enterobacteriaceae_unclassified,1
Otu40234,Enterobacteriaceae_unclassified,1
Otu40235,Enterobacteriaceae_unclassified,1
Otu40236,Enterobacteriaceae_unclassified,1
Otu40237,Enterobacteriaceae_unclassified,1
Otu40238,Enterobacteriaceae_unclassified,1
Otu40239,Enterobacteriaceae_unclassified,1
Otu40240,Enterobacteriaceae_unclassified,1
Otu40241,Enterobacteriaceae_unclassified,1
Otu40242,Enterobacteriaceae_unclassified,1
Otu40243,Enterobacteriaceae_unclassified,1
Otu40244,Enterobacteriaceae_unclassified,1
Otu40245,Enterobacteriaceae_unclassified,1
Otu40246,Enterobacteriaceae_unclassified,1
Otu40247,Yokenella,1
Otu40248,Enterobacteriaceae_unclassified,1
Otu40249,Enterobacteriaceae_unclassified,1
Otu40250,Enterobacteriaceae_unclassified,1
Otu40251,Enterobacteriaceae_unclassified,1
Otu40252,Enterobacteriaceae_unclassified,1
Otu40253,Enterobacteriaceae_unclassified,1
Otu40254,Enterobacteriaceae_unclassified,1
Otu40255,Yokenella,1
Otu40256,Enterobacteriaceae_unclassified,1
Otu40257,Raoultella,1
Otu40258,Kosakonia,1
Otu40259,Enterobacteriaceae_unclassified,1
Otu40261,Enterobacteriaceae_unclassified,1
Otu40262,Enterobacteriaceae_unclassified,1
Otu40263,Enterobacteriaceae_unclassified,1
Otu40264,Enterobacteriaceae_unclassified,1
Otu40265,Enterobacteriaceae_unclassified,1
Otu40266,Enterobacteriaceae_unclassified,1
Otu40269,Enterobacteriaceae_unclassified,1
Otu40270,Leclercia,1
Otu40271,Enterobacteriaceae_unclassified,1
Otu40272,Enterobacteriaceae_unclassified,1
Otu40273,Enterobacteriaceae_unclassified,1
