otu,Genus,counts
Otu40274,Enterobacteriaceae_unclassified,1
Otu40275,Enterobacteriaceae_unclassified,1
Otu40277,Enterobacteriaceae_unclassified,1
Otu40278,Yokenella,1
Otu40279,Enterobacteriaceae_unclassified,1
Otu40280,Enterobacteriaceae_unclassified,1
Otu40281,Enterobacteriaceae_unclassified,1
Otu40282,Enterobacteriaceae_unclassified,1
Otu40283,Kosakonia,1
Otu40284,Enterobacteriaceae_unclassified,1
Otu40285,Yokenella,1
Otu40286,Enterobacteriaceae_unclassified,1
Otu40288,Enterobacteriaceae_unclassified,1
Otu40289,Enterobacteriaceae_unclassified,1
Otu40291,Enterobacteriaceae_unclassified,1
Otu40292,Enterobacteriaceae_unclassified,1
Otu40293,Enterobacteriaceae_unclassified,1
Otu40294,Rahnella,1
Otu40295,Enterobacteriaceae_unclassified,1
Otu40296,Enterobacteriaceae_unclassified,1
Otu40297,Yokenella,1
Otu40298,Enterobacteriaceae_unclassified,1
Otu40299,Enterobacteriaceae_unclassified,1
Otu40300,Enterobacteriaceae_unclassified,1
Otu40301,Enterobacteriaceae_unclassified,1
Otu40302,Enterobacteriaceae_unclassified,1
Otu40303,Enterobacteriaceae_unclassified,1
Otu40306,Enterobacteriaceae_unclassified,1
Otu40307,Enterobacteriaceae_unclassified,1
Otu40308,Enterobacteriaceae_unclassified,1
Otu40309,Yokenella,1
Otu40311,Enterobacteriaceae_unclassified,1
Otu40312,Kosakonia,1
Otu40314,Kosakonia,1
Otu40315,Enterobacteriaceae_unclassified,1
Otu40316,Enterobacteriaceae_unclassified,1
Otu40317,Enterobacteriaceae_unclassified,1
Otu40318,Enterobacteriaceae_unclassified,1
Otu40319,Enterobacteriaceae_unclassified,1
Otu40320,Enterobacteriaceae_unclassified,1
Otu40321,Enterobacteriaceae_unclassified,1
Otu40322,Buttiauxella,1
Otu40323,Enterobacteriaceae_unclassified,1
Otu40324,Enterobacteriaceae_unclassified,1
Otu40325,Enterobacteriaceae_unclassified,1
Otu40326,Pantoea,1
Otu40327,Enterobacteriaceae_unclassified,1
Otu40328,Enterobacteriaceae_unclassified,1
Otu40329,Enterobacteriaceae_unclassified,1
Otu40330,Enterobacteriaceae_unclassified,1
Otu40331,Enterobacteriaceae_unclassified,1
Otu40332,Enterobacteriaceae_unclassified,1
Otu40333,Enterobacteriaceae_unclassified,1
Otu40334,Enterobacteriaceae_unclassified,1
Otu40335,Kosakonia,1
Otu40336,Enterobacteriaceae_unclassified,1
Otu40337,Enterobacteriaceae_unclassified,1
Otu40338,Enterobacteriaceae_unclassified,1
Otu40339,Enterobacteriaceae_unclassified,1
Otu40340,Enterobacteriaceae_unclassified,1
Otu40341,Enterobacteriaceae_unclassified,1
Otu40342,Enterobacteriaceae_unclassified,1
Otu40343,Yokenella,1
Otu40345,Enterobacteriaceae_unclassified,1
Otu40346,Enterobacteriaceae_unclassified,1
Otu40347,Raoultella,1
Otu40348,Enterobacteriaceae_unclassified,1
Otu40349,Enterobacteriaceae_unclassified,1
Otu40350,Enterobacteriaceae_unclassified,1
Otu40351,Enterobacteriaceae_unclassified,1
Otu40352,Enterobacteriaceae_unclassified,1
Otu40353,Enterobacteriaceae_unclassified,1
Otu40354,Enterobacteriaceae_unclassified,1
Otu40355,Enterobacteriaceae_unclassified,1
Otu40356,Enterobacteriaceae_unclassified,1
Otu40357,Enterobacteriaceae_unclassified,1
Otu40358,Erwinia,1
Otu40359,Enterobacteriaceae_unclassified,1
Otu40360,Enterobacteriaceae_unclassified,1
Otu40361,Enterobacteriaceae_unclassified,1
Otu40362,Enterobacteriaceae_unclassified,1
Otu40363,Enterobacteriaceae_unclassified,1
Otu40365,Enterobacteriaceae_unclassified,1
Otu40366,Enterobacteriaceae_unclassified,1
Otu40367,Kosakonia,1
Otu40369,Kosakonia,1
Otu40370,Enterobacteriaceae_unclassified,1
Otu40371,Enterobacteriaceae_unclassified,1
Otu40372,Enterobacteriaceae_unclassified,1
Otu40373,Enterobacteriaceae_unclassified,1
Otu40374,Enterobacteriaceae_unclassified,1
Otu40375,Enterobacteriaceae_unclassified,1
Otu40376,Enterobacteriaceae_unclassified,1
Otu40377,Enterobacteriaceae_unclassified,1
Otu40378,Enterobacteriaceae_unclassified,1
Otu40379,Enterobacter,1
Otu40380,Enterobacteriaceae_unclassified,1
Otu40381,Enterobacteriaceae_unclassified,1
Otu40383,Kosakonia,1
Otu40384,Enterobacteriaceae_unclassified,1
Otu40385,Enterobacteriaceae_unclassified,1
Otu40386,Enterobacteriaceae_unclassified,1
Otu40387,Enterobacteriaceae_unclassified,1
Otu40388,Enterobacteriaceae_unclassified,1
Otu40389,Yokenella,1
Otu40390,Enterobacteriaceae_unclassified,1
Otu40391,Enterobacteriaceae_unclassified,1
Otu40392,Erwinia,1
Otu40393,Enterobacteriaceae_unclassified,1
Otu40394,Enterobacteriaceae_unclassified,1
Otu40396,Enterobacteriaceae_unclassified,1
Otu40397,Enterobacteriaceae_unclassified,1
Otu40398,Kosakonia,1
Otu40399,Enterobacteriaceae_unclassified,1
Otu40400,Enterobacteriaceae_unclassified,1
Otu40401,Enterobacteriaceae_unclassified,1
Otu40402,Kosakonia,1
Otu40403,Enterobacteriaceae_unclassified,1
Otu40404,Enterobacteriaceae_unclassified,1
Otu40405,Enterobacteriaceae_unclassified,1
Otu40406,Enterobacteriaceae_unclassified,1
Otu40407,Enterobacteriaceae_unclassified,1
Otu40408,Enterobacteriaceae_unclassified,1
Otu40409,Enterobacteriaceae_unclassified,1
Otu40410,Enterobacteriaceae_unclassified,1
Otu40411,Enterobacteriaceae_unclassified,1
Otu40412,Enterobacteriaceae_unclassified,1
Otu40413,Enterobacteriaceae_unclassified,1
Otu40414,Enterobacteriaceae_unclassified,1
Otu40415,Enterobacteriaceae_unclassified,1
Otu40416,Enterobacteriaceae_unclassified,1
Otu40417,Enterobacteriaceae_unclassified,1
Otu40418,Enterobacteriaceae_unclassified,1
Otu40419,Kosakonia,1
Otu40420,Enterobacteriaceae_unclassified,1
Otu40421,Yokenella,1
Otu40422,Enterobacteriaceae_unclassified,1
Otu40423,Enterobacteriaceae_unclassified,1
Otu40424,Raoultella,1
Otu40425,Enterobacteriaceae_unclassified,1
Otu40426,Enterobacteriaceae_unclassified,1
Otu40427,Enterobacteriaceae_unclassified,1
Otu40429,Raoultella,1
Otu40430,Kosakonia,1
Otu40431,Kosakonia,1
Otu40432,Kosakonia,1
Otu40433,Enterobacteriaceae_unclassified,1
Otu40434,Enterobacteriaceae_unclassified,1
Otu40435,Enterobacteriaceae_unclassified,1
Otu40436,Enterobacteriaceae_unclassified,1
Otu40438,Enterobacteriaceae_unclassified,1
Otu40439,Enterobacteriaceae_unclassified,1
Otu40440,Enterobacteriaceae_unclassified,1
Otu40441,Enterobacteriaceae_unclassified,1
Otu40442,Enterobacteriaceae_unclassified,1
Otu40443,Enterobacteriaceae_unclassified,1
Otu40444,Enterobacteriaceae_unclassified,1
Otu40445,Enterobacteriaceae_unclassified,1
Otu40446,Enterobacteriaceae_unclassified,1
Otu40447,Enterobacteriaceae_unclassified,1
Otu40448,Raoultella,1
Otu40449,Enterobacteriaceae_unclassified,1
Otu40450,Enterobacteriaceae_unclassified,1
Otu40451,Enterobacteriaceae_unclassified,1
Otu40452,Enterobacteriaceae_unclassified,1
Otu40453,Kosakonia,1
Otu40454,Enterobacteriaceae_unclassified,1
Otu40456,Kosakonia,1
Otu40457,Enterobacteriaceae_unclassified,1
Otu40458,Enterobacteriaceae_unclassified,1
Otu40459,Enterobacteriaceae_unclassified,1
Otu40460,Enterobacteriaceae_unclassified,1
Otu40461,Kosakonia,1
Otu40462,Enterobacteriaceae_unclassified,1
Otu40463,Enterobacteriaceae_unclassified,1
Otu40464,Enterobacteriaceae_unclassified,1
Otu40465,Enterobacteriaceae_unclassified,1
Otu40466,Enterobacteriaceae_unclassified,1
Otu40467,Enterobacteriaceae_unclassified,1
Otu40468,Enterobacteriaceae_unclassified,1
Otu40469,Enterobacteriaceae_unclassified,1
Otu40470,Kosakonia,1
Otu40471,Raoultella,1
Otu40472,Enterobacteriaceae_unclassified,1
Otu40474,Enterobacteriaceae_unclassified,1
Otu40475,Enterobacteriaceae_unclassified,1
Otu40476,Enterobacteriaceae_unclassified,1
Otu40477,Enterobacteriaceae_unclassified,1
Otu40478,Enterobacteriaceae_unclassified,1
Otu40479,Enterobacteriaceae_unclassified,1
Otu40480,Enterobacteriaceae_unclassified,1
Otu40482,Enterobacteriaceae_unclassified,1
Otu40483,Enterobacteriaceae_unclassified,1
Otu40484,Enterobacteriaceae_unclassified,1
Otu40486,Enterobacteriaceae_unclassified,1
Otu40487,Enterobacteriaceae_unclassified,1
Otu40488,Enterobacteriaceae_unclassified,1
Otu40489,Enterobacteriaceae_unclassified,1
Otu40490,Enterobacteriaceae_unclassified,1
Otu40491,Enterobacteriaceae_unclassified,1
Otu40492,Enterobacteriaceae_unclassified,1
Otu40493,Enterobacteriaceae_unclassified,1
Otu40494,Enterobacteriaceae_unclassified,1
Otu40495,Enterobacteriaceae_unclassified,1
Otu40497,Enterobacteriaceae_unclassified,1
Otu40498,Kosakonia,1
Otu40499,Kosakonia,1
Otu40500,Enterobacteriaceae_unclassified,1
Otu40501,Leclercia,1
Otu40502,Enterobacteriaceae_unclassified,1
Otu40503,Rahnella,1
Otu40504,Enterobacteriaceae_unclassified,1
Otu40505,Enterobacteriaceae_unclassified,1
Otu40506,Enterobacteriaceae_unclassified,1
Otu40507,Enterobacteriaceae_unclassified,1
Otu40508,Enterobacteriaceae_unclassified,1
Otu40509,Enterobacteriaceae_unclassified,1
Otu40510,Enterobacteriaceae_unclassified,1
Otu40512,Enterobacteriaceae_unclassified,1
Otu40513,Enterobacteriaceae_unclassified,1
Otu40514,Enterobacteriaceae_unclassified,1
Otu40515,Enterobacteriaceae_unclassified,1
Otu40516,Enterobacteriaceae_unclassified,1
Otu40518,Enterobacteriaceae_unclassified,1
Otu40522,Enterobacteriaceae_unclassified,1
Otu40525,Methylococcaceae_unclassified,1
Otu40532,Enterobacteriaceae_unclassified,1
Otu40533,Kosakonia,1
Otu40534,Enterobacteriaceae_unclassified,1
Otu40535,Enterobacteriaceae_unclassified,1
Otu40536,Enterobacteriaceae_unclassified,1
Otu40537,Enterobacteriaceae_unclassified,1
Otu40538,Enterobacteriaceae_unclassified,1
Otu40539,Enterobacteriaceae_unclassified,1
Otu40540,Enterobacteriaceae_unclassified,1
Otu40541,Enterobacteriaceae_unclassified,1
Otu40544,Enterobacteriaceae_unclassified,1
Otu40545,Enterobacteriaceae_unclassified,1
Otu40546,Enterobacteriaceae_unclassified,1
Otu40547,Kosakonia,1
Otu40548,Enterobacteriaceae_unclassified,1
Otu40549,Enterobacteriaceae_unclassified,1
Otu40550,Enterobacteriaceae_unclassified,1
Otu40551,Enterobacteriaceae_unclassified,1
Otu40554,Latescibacteria_unclassified,1
Otu40555,Latescibacteria_unclassified,1
Otu40557,Latescibacteria_unclassified,1
Otu40558,Latescibacteria_unclassified,1
Otu40576,Acidobacteria_Gp1_unclassified,1
Otu40578,Acidobacteria_Gp1_unclassified,1
Otu40581,Acidobacteria_Gp1_unclassified,1
Otu40582,Enterobacteriaceae_unclassified,1
Otu40586,Latescibacteria_unclassified,1
Otu40587,Latescibacteria_unclassified,1
Otu40589,Latescibacteria_unclassified,1
Otu40591,Latescibacteria_unclassified,1
Otu40592,Enterobacteriaceae_unclassified,1
Otu40593,Enterobacteriaceae_unclassified,1
Otu40594,Enterobacteriaceae_unclassified,1
Otu40595,Enterobacteriaceae_unclassified,1
Otu40596,Enterobacteriaceae_unclassified,1
Otu40597,Enterobacteriaceae_unclassified,1
Otu40598,Kosakonia,1
Otu40599,Raoultella,1
Otu40600,Enterobacteriaceae_unclassified,1
Otu40601,Pantoea,1
Otu40604,Enterobacteriaceae_unclassified,1
Otu40605,Enterobacteriaceae_unclassified,1
Otu40606,Enterobacteriaceae_unclassified,1
Otu40607,Enterobacteriaceae_unclassified,1
Otu40608,Enterobacteriaceae_unclassified,1
Otu40609,Enterobacteriaceae_unclassified,1
Otu40610,Enterobacteriaceae_unclassified,1
Otu40611,Enterobacteriaceae_unclassified,1
Otu40612,Enterobacteriaceae_unclassified,1
Otu40613,Kosakonia,1
Otu40615,Enterobacteriaceae_unclassified,1
Otu40616,Enterobacteriaceae_unclassified,1
Otu40618,Enterobacteriaceae_unclassified,1
Otu40619,Pectobacterium,1
Otu40620,Enterobacteriaceae_unclassified,1
Otu40621,Lonsdalea,1
Otu40622,Enterobacteriaceae_unclassified,1
Otu40623,Enterobacteriaceae_unclassified,1
Otu40624,Enterobacteriaceae_unclassified,1
Otu40625,Enterobacteriaceae_unclassified,1
Otu40626,Enterobacteriaceae_unclassified,1
Otu40627,Enterobacteriaceae_unclassified,1
Otu40629,Enterobacteriaceae_unclassified,1
Otu40631,Enterobacteriaceae_unclassified,1
Otu40634,Enterobacteriaceae_unclassified,1
Otu40636,Enterobacteriaceae_unclassified,1
Otu40637,Enterobacteriaceae_unclassified,1
Otu40639,Enterobacteriaceae_unclassified,1
Otu40640,Enterobacteriaceae_unclassified,1
Otu40641,Enterobacteriaceae_unclassified,1
Otu40642,Enterobacteriaceae_unclassified,1
Otu40643,Enterobacteriaceae_unclassified,1
Otu40644,Enterobacteriaceae_unclassified,1
Otu40646,Enterobacteriaceae_unclassified,1
Otu40647,Enterobacteriaceae_unclassified,1
Otu40648,Enterobacteriaceae_unclassified,1
Otu40649,Enterobacteriaceae_unclassified,1
Otu40650,Enterobacter,1
Otu40651,Kosakonia,1
Otu40652,Enterobacteriaceae_unclassified,1
Otu40653,Enterobacteriaceae_unclassified,1
Otu40654,Enterobacteriaceae_unclassified,1
Otu40655,Enterobacteriaceae_unclassified,1
Otu40656,Enterobacteriaceae_unclassified,1
Otu40657,Enterobacteriaceae_unclassified,1
Otu40658,Enterobacteriaceae_unclassified,1
Otu40659,Enterobacteriaceae_unclassified,1
Otu40660,Enterobacteriaceae_unclassified,1
Otu40661,Enterobacteriaceae_unclassified,1
Otu40662,Enterobacteriaceae_unclassified,1
Otu40663,Enterobacteriaceae_unclassified,1
Otu40664,Enterobacteriaceae_unclassified,1
Otu40665,Enterobacteriaceae_unclassified,1
Otu40666,Raoultella,1
Otu40668,Enterobacteriaceae_unclassified,1
Otu40669,Kosakonia,1
Otu40670,Kosakonia,1
Otu40671,Enterobacteriaceae_unclassified,1
Otu40672,Enterobacteriaceae_unclassified,1
Otu40673,Enterobacteriaceae_unclassified,1
Otu40674,Enterobacteriaceae_unclassified,1
Otu40675,Enterobacteriaceae_unclassified,1
Otu40676,Enterobacteriaceae_unclassified,1
Otu40677,Enterobacteriaceae_unclassified,1
Otu40678,Enterobacteriaceae_unclassified,1
Otu40679,Enterobacteriaceae_unclassified,1
Otu40680,Enterobacteriaceae_unclassified,1
Otu40681,Enterobacteriaceae_unclassified,1
Otu40682,Enterobacteriaceae_unclassified,1
Otu40683,Enterobacteriaceae_unclassified,1
Otu40684,Enterobacteriaceae_unclassified,1
Otu40685,Enterobacteriaceae_unclassified,1
Otu40686,Enterobacteriaceae_unclassified,1
Otu40687,Enterobacteriaceae_unclassified,1
Otu40688,Enterobacteriaceae_unclassified,1
Otu40689,Enterobacteriaceae_unclassified,1
Otu40690,Enterobacteriaceae_unclassified,1
Otu40691,Enterobacteriaceae_unclassified,1
Otu40692,Enterobacteriaceae_unclassified,1
Otu40693,Enterobacteriaceae_unclassified,1
Otu40694,Enterobacteriaceae_unclassified,1
Otu40695,Pantoea,1
Otu40696,Pectobacterium,1
Otu40697,Enterobacteriaceae_unclassified,1
Otu40698,Enterobacteriaceae_unclassified,1
Otu40699,Enterobacteriaceae_unclassified,1
Otu40700,Enterobacteriaceae_unclassified,1
Otu40701,Enterobacteriaceae_unclassified,1
Otu40702,Enterobacteriaceae_unclassified,1
Otu40704,Enterobacteriaceae_unclassified,1
Otu40705,Enterobacteriaceae_unclassified,1
Otu40706,Enterobacteriaceae_unclassified,1
Otu40707,Enterobacteriaceae_unclassified,1
Otu40709,Enterobacteriaceae_unclassified,1
Otu40710,Enterobacteriaceae_unclassified,1
Otu40711,Enterobacteriaceae_unclassified,1
Otu40712,Enterobacteriaceae_unclassified,1
Otu40713,Enterobacteriaceae_unclassified,1
Otu40714,Leclercia,1
Otu40715,Enterobacteriaceae_unclassified,1
Otu40716,Enterobacteriaceae_unclassified,1
Otu40717,Yokenella,1
Otu40718,Enterobacteriaceae_unclassified,1
Otu40720,Enterobacteriaceae_unclassified,1
Otu40721,Enterobacteriaceae_unclassified,1
Otu40722,Enterobacteriaceae_unclassified,1
Otu40723,Enterobacteriaceae_unclassified,1
Otu40724,Enterobacteriaceae_unclassified,1
Otu40725,Enterobacteriaceae_unclassified,1
Otu40726,Buchnera,1
Otu40727,Enterobacteriaceae_unclassified,1
Otu40728,Enterobacteriaceae_unclassified,1
Otu40729,Enterobacteriaceae_unclassified,1
Otu40730,Enterobacteriaceae_unclassified,1
Otu40731,Enterobacteriaceae_unclassified,1
Otu40732,Enterobacteriaceae_unclassified,1
Otu40733,Enterobacteriaceae_unclassified,1
Otu40734,Enterobacteriaceae_unclassified,1
Otu40735,Enterobacteriaceae_unclassified,1
Otu40736,Enterobacteriaceae_unclassified,1
Otu40737,Enterobacteriaceae_unclassified,1
Otu40738,Yokenella,1
Otu40739,Enterobacteriaceae_unclassified,1
Otu40740,Enterobacteriaceae_unclassified,1
Otu40741,Enterobacteriaceae_unclassified,1
Otu40742,Enterobacteriaceae_unclassified,1
Otu40743,Enterobacteriaceae_unclassified,1
Otu40744,Enterobacteriaceae_unclassified,1
Otu40745,Kosakonia,1
Otu40746,Enterobacteriaceae_unclassified,1
Otu40747,Enterobacteriaceae_unclassified,1
Otu40748,Enterobacteriaceae_unclassified,1
Otu40749,Enterobacteriaceae_unclassified,1
Otu40750,Enterobacteriaceae_unclassified,1
Otu40751,Enterobacteriaceae_unclassified,1
Otu40752,Enterobacteriaceae_unclassified,1
Otu40753,Enterobacteriaceae_unclassified,1
Otu40754,Enterobacteriaceae_unclassified,1
Otu40755,Enterobacteriaceae_unclassified,1
Otu40756,Enterobacteriaceae_unclassified,1
Otu40757,Enterobacteriaceae_unclassified,1
Otu40758,Enterobacteriaceae_unclassified,1
Otu40760,Enterobacteriaceae_unclassified,1
Otu40761,Enterobacteriaceae_unclassified,1
Otu40762,Enterobacteriaceae_unclassified,1
Otu40764,Yokenella,1
Otu40766,Enterobacteriaceae_unclassified,1
Otu40767,Enterobacteriaceae_unclassified,1
Otu40768,Enterobacteriaceae_unclassified,1
Otu40769,Enterobacteriaceae_unclassified,1
Otu40770,Enterobacteriaceae_unclassified,1
Otu40771,Enterobacteriaceae_unclassified,1
Otu40772,Enterobacteriaceae_unclassified,1
Otu40773,Enterobacteriaceae_unclassified,1
Otu40774,Enterobacteriaceae_unclassified,1
Otu40776,Enterobacteriaceae_unclassified,1
Otu40777,Kosakonia,1
Otu40778,Enterobacteriaceae_unclassified,1
Otu40779,Enterobacteriaceae_unclassified,1
Otu40780,Enterobacteriaceae_unclassified,1
Otu40781,Enterobacteriaceae_unclassified,1
Otu40782,Enterobacteriaceae_unclassified,1
Otu40783,Enterobacteriaceae_unclassified,1
Otu40784,Enterobacteriaceae_unclassified,1
Otu40785,Enterobacteriaceae_unclassified,1
Otu40786,Yokenella,1
Otu40787,Enterobacteriaceae_unclassified,1
Otu40788,Enterobacteriaceae_unclassified,1
Otu40789,Enterobacteriaceae_unclassified,1
Otu40790,Enterobacteriaceae_unclassified,1
Otu40791,Enterobacteriaceae_unclassified,1
Otu40792,Enterobacteriaceae_unclassified,1
Otu40793,Enterobacteriaceae_unclassified,1
Otu40794,Enterobacteriaceae_unclassified,1
Otu40795,Enterobacteriaceae_unclassified,1
Otu40796,Rahnella,1
Otu40797,Enterobacteriaceae_unclassified,1
Otu40798,Enterobacteriaceae_unclassified,1
Otu40799,Enterobacteriaceae_unclassified,1
Otu40800,Enterobacteriaceae_unclassified,1
Otu40801,Enterobacteriaceae_unclassified,1
Otu40802,Enterobacteriaceae_unclassified,1
Otu40803,Cedecea,1
Otu40804,Enterobacteriaceae_unclassified,1
Otu40805,Enterobacteriaceae_unclassified,1
Otu40806,Enterobacteriaceae_unclassified,1
Otu40807,Enterobacteriaceae_unclassified,1
Otu40808,Enterobacteriaceae_unclassified,1
Otu40809,Enterobacteriaceae_unclassified,1
Otu40811,Enterobacteriaceae_unclassified,1
Otu40812,Enterobacteriaceae_unclassified,1
Otu40813,Enterobacteriaceae_unclassified,1
Otu40814,Enterobacteriaceae_unclassified,1
Otu40815,Enterobacteriaceae_unclassified,1
Otu40816,Enterobacteriaceae_unclassified,1
Otu40817,Enterobacteriaceae_unclassified,1
Otu40818,Enterobacteriaceae_unclassified,1
Otu40819,Enterobacteriaceae_unclassified,1
Otu40820,Enterobacteriaceae_unclassified,1
Otu40821,Enterobacteriaceae_unclassified,1
Otu40822,Enterobacteriaceae_unclassified,1
Otu40823,Enterobacteriaceae_unclassified,1
Otu40824,Enterobacteriaceae_unclassified,1
Otu40826,Enterobacteriaceae_unclassified,1
Otu40827,Enterobacteriaceae_unclassified,1
Otu40828,Enterobacteriaceae_unclassified,1
Otu40829,Enterobacteriaceae_unclassified,1
Otu40831,Enterobacteriaceae_unclassified,1
Otu40832,Enterobacteriaceae_unclassified,1
Otu40834,Enterobacteriaceae_unclassified,1
Otu40835,Enterobacteriaceae_unclassified,1
Otu40836,Enterobacteriaceae_unclassified,1
Otu40837,Enterobacteriaceae_unclassified,1
Otu40838,Enterobacteriaceae_unclassified,1
Otu40839,Enterobacteriaceae_unclassified,1
Otu40840,Enterobacteriaceae_unclassified,1
Otu40841,Enterobacteriaceae_unclassified,1
Otu40842,Enterobacteriaceae_unclassified,1
Otu40843,Enterobacteriaceae_unclassified,1
Otu40844,Enterobacteriaceae_unclassified,1
Otu40845,Ewingella,1
Otu40846,Enterobacteriaceae_unclassified,1
Otu40847,Enterobacteriaceae_unclassified,1
Otu40848,Enterobacteriaceae_unclassified,1
Otu40849,Enterobacteriaceae_unclassified,1
Otu40850,Enterobacteriaceae_unclassified,1
Otu40851,Enterobacteriaceae_unclassified,1
Otu40852,Enterobacteriaceae_unclassified,1
Otu40854,Enterobacteriaceae_unclassified,1
Otu40855,Enterobacteriaceae_unclassified,1
Otu40856,Enterobacteriaceae_unclassified,1
Otu40857,Enterobacteriaceae_unclassified,1
Otu40858,Enterobacteriaceae_unclassified,1
Otu40859,Enterobacteriaceae_unclassified,1
Otu40860,Enterobacteriaceae_unclassified,1
Otu40861,Enterobacteriaceae_unclassified,1
Otu40862,Enterobacteriaceae_unclassified,1
Otu40863,Enterobacteriaceae_unclassified,1
Otu40864,Enterobacteriaceae_unclassified,1
